#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	65719	74585	8866	0	NA	NA	NA	NA	NA
chr1	451040	454678	3638	0	NA	NA	NA	NA	NA
chr1	685979	689673	3694	0	NA	NA	NA	NA	NA
chr1	924223	947575	23352	23352	0.12	12.52	2.28	1.79	53181.96
chr1	944503	962309	17806	17806	0.16	16.06	2.91	1.90	51768.05
chr1	960884	968719	7835	7835	0.16	13.40	2.62	1.79	20516.17
chr1	966782	978865	12083	12083	0.20	29.35	2.93	1.79	35457.01
chr1	975504	985093	9589	9589	0.33	16.06	3.29	2.10	31512.18
chr1	999262	1003172	3910	3910	0.52	10.24	2.59	2.09	10111.50
chr1	1001438	1017540	16102	16102	0.23	20.49	2.50	1.78	40315.94
chr1	1020420	1059118	38698	38698	0.17	17.83	2.72	1.79	105369.49
chr1	1071267	1077306	6039	6039	0.38	18.72	3.20	2.12	19344.99
chr1	1082118	1119361	37243	37243	0.08	18.72	2.43	1.61	90567.99
chr1	1174180	1200936	26756	26756	0.09	20.49	2.73	1.94	73078.96
chr1	1203808	1209592	5784	5784	0.41	15.17	2.24	1.79	12968.66
chr1	1211640	1217153	5513	5513	0.50	11.63	2.77	1.97	15279.93
chr1	1217209	1235067	17858	17858	0.17	16.94	2.64	1.79	47121.85
chr1	1232537	1238041	5504	5504	0.38	16.06	2.76	1.69	15164.16
chr1	1242746	1249722	6976	6976	0.12	16.06	3.12	1.97	21772.38
chr1	1254209	1276864	22655	22655	0.15	24.03	2.99	2.04	67832.62
chr1	1280736	1295029	14293	14293	0.20	9.86	2.22	1.80	31666.90
chr1	1292690	1312609	19919	19919	0.33	20.49	3.45	2.23	68626.67
chr1	1308897	1314677	5780	5780	0.40	20.49	3.92	2.70	22682.44
chr1	1311885	1327687	15802	15802	0.27	16.06	2.72	1.97	42908.29
chr1	1325056	1331896	6840	6840	0.27	20.49	3.18	2.31	21722.19
chr1	1331580	1338314	6734	6734	0.27	19.60	2.39	1.53	16088.23
chr1	1335576	1352418	16842	16842	0.25	19.60	2.57	1.79	43281.29
chr1	1352989	1364777	11788	11788	0.30	18.72	2.85	2.04	33607.95
chr1	1374030	1378495	4465	4465	0.55	14.29	3.01	2.23	13424.09
chr1	1386011	1402335	16324	16324	0.12	20.49	2.85	1.97	46573.97
chr1	1402209	1410293	8084	8084	0.52	15.17	2.89	2.04	23325.23
chr1	1418720	1424769	6049	6049	0.30	18.72	2.99	1.79	18065.34
chr1	1426171	1433255	7084	7084	0.37	15.17	2.55	1.80	18072.90
chr1	1435161	1445882	10721	10721	0.13	18.72	2.06	1.56	22129.71
chr1	1449989	1473163	23174	23174	0.20	19.60	2.92	1.89	67663.62
chr1	1472065	1500848	28783	28783	0.20	16.94	2.71	1.89	78087.68
chr1	1512462	1537685	25223	25223	0.19	16.06	2.90	1.90	73220.51
chr1	1535078	1543624	8546	8546	0.21	16.06	2.98	1.97	25425.64
chr1	1541973	1577863	35890	35890	0.17	21.37	2.92	1.86	104842.65
chr1	1598312	1603135	4823	4823	0.27	16.06	2.80	1.79	13487.93
chr1	1615754	1633605	17851	17851	0.14	14.29	2.24	1.61	40042.36
chr1	1632463	1638263	5800	5800	0.33	10.74	1.96	1.00	11368.06
chr1	1635525	1662012	26487	26487	0.11	12.52	1.75	1.09	46353.00
chr1	1659829	1695795	35966	35966	0.17	17.83	2.28	1.51	81920.44
chr1	1702679	1727357	24678	24678	0.14	14.29	1.88	1.00	46313.85
chr1	1751532	1783457	31925	31925	0.20	16.94	2.30	1.79	73516.15
chr1	1785585	1894117	108532	108532	0.08	24.03	2.28	1.58	247333.05
chr1	1915408	1920296	4888	4888	0.45	20.49	3.51	2.53	17178.86
chr1	1917890	1922279	4389	4389	0.90	20.49	3.45	2.38	15128.72
chr1	1922251	2006837	84586	84586	0.11	18.72	2.56	1.79	216923.73
chr1	2019629	2033758	14129	14129	0.16	15.17	2.65	1.66	37451.77
chr1	2050711	2188395	137684	137684	0.11	22.26	2.51	1.79	346084.45
chr1	2184761	2215720	30959	30959	0.20	24.92	2.81	2.02	86840.16
chr1	2228619	2313213	84594	84594	0.16	24.03	2.60	1.79	219791.36
chr1	2321553	2394707	73154	73154	0.09	26.69	2.51	1.78	183818.98
chr1	2392075	2408442	16367	16367	0.27	15.17	2.57	1.79	42073.38
chr1	2404264	2416797	12533	12533	0.27	9.86	2.39	1.79	29940.05
chr1	2426280	2508532	82252	82252	0.12	18.72	2.70	1.81	221770.74
chr1	2508837	2529597	20760	20760	0.19	21.37	2.55	1.56	53000.16
chr1	2529045	2533263	4218	4218	0.27	21.37	4.22	2.10	17794.47
chr1	2555939	2568382	12443	12443	0.35	19.60	2.79	1.69	34722.76
chr1	2586791	2594469	7678	7678	0.31	15.17	2.71	1.79	20769.73
chr1	2590939	2636016	45077	45077	0.11	19.60	2.57	1.64	115808.07
chr1	2636276	2804717	168441	168441	0.07	18.72	1.57	1.00	264587.54
chr1	3021767	3025903	4136	4136	0.27	9.86	2.38	1.81	9854.80
chr1	3069468	3441621	372153	372153	0.11	23.15	2.57	1.79	957836.16
chr1	3454965	3484113	29148	29148	0.23	18.72	2.61	1.79	76105.08
