#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	65369	65719	350	0	NA	NA	NA	NA	NA
chr1	450690	451040	350	0	NA	NA	NA	NA	NA
chr1	685629	685979	350	0	NA	NA	NA	NA	NA
chr1	923873	924223	350	350	1.10	2.99	1.91	1.62	666.81
chr1	944153	944503	350	350	1.26	6.26	3.37	4.01	1180.43
chr1	960534	960884	350	350	0.92	4.54	2.11	1.39	737.28
chr1	966432	966782	350	350	0.41	4.10	1.49	0.91	523.00
chr1	975154	975504	350	350	1.22	9.86	5.25	4.90	1835.83
chr1	998912	999262	350	350	0.27	1.83	0.78	0.61	272.15
chr1	1001088	1001438	350	350	2.55	10.24	4.85	4.10	1696.64
chr1	1020070	1020420	350	350	0.47	11.63	4.32	3.88	1512.41
chr1	1070917	1071267	350	350	0.90	3.35	1.99	1.66	696.03
chr1	1081768	1082118	350	350	1.20	4.04	1.71	1.53	599.62
chr1	1173830	1174180	350	350	0.42	1.12	0.77	0.65	268.85
chr1	1203458	1203808	350	350	2.10	16.06	5.99	3.29	2096.19
chr1	1211290	1211640	350	350	0.35	6.31	2.21	0.91	774.78
chr1	1216859	1217209	350	350	0.50	1.45	0.79	0.64	275.65
chr1	1232187	1232537	350	350	0.20	2.77	1.14	0.92	400.35
chr1	1242396	1242746	350	350	2.50	5.37	3.83	3.29	1341.97
chr1	1253859	1254209	350	350	0.24	1.22	0.65	0.57	227.82
chr1	1280386	1280736	350	350	0.45	1.80	1.17	1.28	410.00
chr1	1292340	1292690	350	350	1.16	5.37	2.65	2.69	928.00
chr1	1308547	1308897	350	350	0.72	20.49	4.62	2.33	1617.76
chr1	1311535	1311885	350	350	1.66	16.94	3.92	3.35	1373.11
chr1	1324706	1325056	350	350	1.34	3.35	1.85	1.66	649.07
chr1	1331230	1331580	350	350	1.66	3.57	2.76	2.93	965.84
chr1	1335226	1335576	350	350	0.27	0.70	0.47	0.50	163.10
chr1	1352639	1352989	350	350	1.69	3.92	2.93	3.39	1026.25
chr1	1373680	1374030	350	350	0.50	4.04	1.26	0.78	441.33
chr1	1385661	1386011	350	350	0.23	2.91	0.78	0.53	272.50
chr1	1401859	1402209	350	350	1.22	8.09	3.40	2.86	1189.53
chr1	1418370	1418720	350	350	1.94	13.40	5.09	3.35	1779.80
chr1	1425821	1426171	350	350	1.09	2.99	1.93	1.50	675.13
chr1	1434811	1435161	350	350	0.63	4.54	2.10	2.02	734.80
chr1	1449639	1449989	350	350	2.70	8.09	5.40	6.31	1889.02
chr1	1471715	1472065	350	350	1.51	7.20	2.94	2.46	1029.87
chr1	1512112	1512462	350	350	2.10	7.20	4.38	2.77	1531.45
chr1	1534728	1535078	350	350	0.90	2.70	1.62	1.64	566.25
chr1	1541623	1541973	350	350	1.28	4.04	1.99	1.58	696.51
chr1	1597962	1598312	350	350	1.97	3.79	2.73	2.40	956.56
chr1	1615404	1615754	350	350	0.58	2.37	1.54	1.43	540.40
chr1	1632113	1632463	350	350	0.45	2.02	0.91	0.81	320.04
chr1	1635175	1635525	350	350	1.89	3.66	2.39	2.33	837.19
chr1	1659479	1659829	350	350	0.25	1.89	0.90	1.00	313.67
chr1	1702329	1702679	350	350	1.22	3.66	2.59	2.77	906.44
chr1	1751182	1751532	350	350	1.00	1.00	1.00	1.00	350.00
chr1	1785235	1785585	350	350	1.03	6.31	2.88	1.80	1008.17
chr1	1915058	1915408	350	350	1.23	18.72	7.06	5.35	2472.12
chr1	1917540	1917890	350	350	3.03	9.86	6.96	6.70	2434.88
chr1	1921901	1922251	350	350	1.68	8.03	4.16	4.24	1456.12
chr1	2019279	2019629	350	350	0.54	1.62	0.95	0.76	332.80
chr1	2050361	2050711	350	350	0.20	1.36	0.82	1.09	286.99
chr1	2184411	2184761	350	350	1.88	5.06	3.00	2.55	1048.94
chr1	2228269	2228619	350	350	0.33	2.77	0.93	1.00	325.59
chr1	2321203	2321553	350	350	0.70	2.02	1.28	1.36	449.40
chr1	2391725	2392075	350	350	0.70	4.17	1.54	0.82	538.52
chr1	2403914	2404264	350	350	1.10	1.90	1.48	1.45	517.46
chr1	2425930	2426280	350	350	0.63	4.17	1.36	1.01	476.34
chr1	2508487	2508837	350	350	0.90	4.54	2.47	2.27	865.10
chr1	2528695	2529045	350	350	0.24	2.71	0.86	0.90	300.03
chr1	2555589	2555939	350	350	0.41	1.64	0.97	0.99	340.67
chr1	2586441	2586791	350	350	0.19	1.80	0.82	0.91	286.79
chr1	2590589	2590939	350	350	0.81	5.06	1.85	1.35	646.06
chr1	2635926	2636276	350	350	0.91	9.86	4.42	3.29	1546.95
chr1	3021417	3021767	350	350	0.46	2.40	1.25	0.91	436.19
chr1	3069118	3069468	350	350	1.00	6.31	2.44	1.89	852.55
chr1	3454615	3454965	350	350	0.21	0.61	0.34	0.23	118.85
chr1	3487901	3488251	350	350	0.50	2.77	1.56	1.36	546.07
chr1	3624965	3625315	350	350	0.23	2.70	1.15	0.49	401.06
chr1	3630717	3631067	350	350	0.17	3.60	1.71	2.27	598.76
chr1	3652466	3652816	350	350	1.02	9.80	3.98	3.88	1393.70
chr1	3746410	3746760	350	350	0.41	2.50	1.33	1.00	466.65
chr1	3772699	3773049	350	350	1.01	8.97	4.13	2.71	1447.16
chr1	3778509	3778859	350	350	2.23	8.92	3.96	3.57	1386.07
chr1	3812036	3812386	350	350	0.10	2.27	1.05	0.94	366.14
chr1	3857217	3857567	350	350	0.46	2.46	0.98	0.73	342.82
chr1	3889075	3889425	350	350	0.55	3.12	1.10	0.73	383.94
chr1	4654559	4654909	350	350	0.20	2.77	0.81	0.50	284.22
chr1	5862761	5863111	350	350	1.01	2.93	2.06	2.04	720.52
chr1	5990877	5991227	350	350	1.58	6.70	3.30	3.29	1153.78
chr1	6101737	6102087	350	350	0.54	3.58	1.51	1.19	526.76
chr1	6159380	6159730	350	350	0.90	6.31	3.06	2.71	1071.80
chr1	6184970	6185320	350	350	0.14	1.51	0.49	0.38	171.63
chr1	6205425	6205775	350	350	1.51	4.17	2.78	2.45	971.80
