#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	65369	65719	350	0	NA	NA	NA	NA	NA
chr1	450690	451040	350	0	NA	NA	NA	NA	NA
chr1	685629	685979	350	0	NA	NA	NA	NA	NA
chr1	923873	924223	350	350	0.35	3.42	1.85	1.78	648.27
chr1	944153	944503	350	350	1.24	8.16	3.09	2.06	1082.92
chr1	960534	960884	350	350	0.51	11.00	3.73	3.00	1307.23
chr1	966432	966782	350	350	1.04	3.31	2.30	2.89	803.41
chr1	975154	975504	350	350	0.31	4.00	1.86	1.37	649.42
chr1	998912	999262	350	350	0.13	0.89	0.36	0.26	127.72
chr1	1001088	1001438	350	350	1.48	6.63	3.10	2.27	1086.40
chr1	1020070	1020420	350	350	0.26	7.00	2.46	2.00	860.55
chr1	1070917	1071267	350	350	0.39	2.58	0.89	0.69	310.41
chr1	1081768	1082118	350	350	0.65	2.59	1.65	1.55	576.08
chr1	1173830	1174180	350	350	0.17	1.55	0.68	0.56	239.58
chr1	1203458	1203808	350	350	2.05	7.00	3.05	3.08	1068.88
chr1	1211290	1211640	350	350	1.24	13.00	4.94	3.72	1730.61
chr1	1216859	1217209	350	350	0.17	0.93	0.41	0.37	144.45
chr1	1232187	1232537	350	350	0.21	1.37	0.74	1.00	259.05
chr1	1242396	1242746	350	350	0.34	4.08	2.02	1.37	708.74
chr1	1253859	1254209	350	350	0.39	2.37	1.15	1.21	404.01
chr1	1280386	1280736	350	350	0.28	3.61	1.85	1.55	648.45
chr1	1292340	1292690	350	350	2.07	4.08	2.41	2.32	843.57
chr1	1308547	1308897	350	350	2.28	14.00	5.01	4.64	1755.03
chr1	1311535	1311885	350	350	0.69	9.00	2.69	2.58	940.69
chr1	1324706	1325056	350	350	0.39	1.76	0.89	0.58	312.56
chr1	1331230	1331580	350	350	0.74	2.32	1.44	1.33	503.41
chr1	1335226	1335576	350	350	0.23	1.04	0.59	0.62	208.15
chr1	1352639	1352989	350	350	0.69	3.08	1.63	1.24	570.42
chr1	1373680	1374030	350	350	0.58	6.63	1.51	0.89	529.05
chr1	1385661	1386011	350	350	0.87	2.84	1.49	0.95	522.72
chr1	1401859	1402209	350	350	1.65	11.00	4.07	2.84	1425.86
chr1	1418370	1418720	350	350	0.83	11.00	3.82	2.32	1338.59
chr1	1425821	1426171	350	350	0.15	5.48	2.35	1.72	821.02
chr1	1434811	1435161	350	350	0.51	3.00	1.10	0.77	385.12
chr1	1449639	1449989	350	350	2.05	12.00	6.21	5.00	2172.12
chr1	1471715	1472065	350	350	0.62	4.00	1.63	1.03	571.37
chr1	1512112	1512462	350	350	1.03	4.00	2.41	2.00	843.54
chr1	1534728	1535078	350	350	0.52	2.05	1.08	1.03	379.02
chr1	1541623	1541973	350	350	0.59	4.45	1.58	1.03	552.02
chr1	1597962	1598312	350	350	1.03	3.42	2.36	2.07	824.60
chr1	1615404	1615754	350	350	0.56	1.24	0.96	1.04	335.00
chr1	1632113	1632463	350	350	0.62	2.06	1.04	0.91	364.24
chr1	1635175	1635525	350	350	1.00	1.00	1.00	1.00	350.00
chr1	1659479	1659829	350	350	0.52	1.55	1.13	1.02	394.64
chr1	1702329	1702679	350	350	0.68	2.00	1.26	1.00	440.86
chr1	1751182	1751532	350	350	1.00	1.00	1.00	1.00	350.00
chr1	1785235	1785585	350	350	0.52	5.00	2.46	1.29	859.53
chr1	1915058	1915408	350	350	0.91	9.00	4.36	3.08	1524.47
chr1	1917540	1917890	350	350	1.03	11.00	6.40	8.00	2238.59
chr1	1921901	1922251	350	350	0.34	5.10	2.30	1.86	806.72
chr1	2019279	2019629	350	350	0.17	1.00	0.42	0.39	147.64
chr1	2050361	2050711	350	350	0.35	1.71	0.89	0.77	310.96
chr1	2184411	2184761	350	350	0.58	2.89	1.36	1.29	477.57
chr1	2228269	2228619	350	350	0.34	1.71	0.85	1.00	297.79
chr1	2321203	2321553	350	350	1.04	2.84	1.69	1.48	590.05
chr1	2391725	2392075	350	350	0.81	2.59	1.49	1.19	520.16
chr1	2403914	2404264	350	350	0.69	1.43	1.01	1.04	354.06
chr1	2425930	2426280	350	350	0.34	1.24	0.89	0.85	313.11
chr1	2508487	2508837	350	350	1.45	10.00	4.56	3.87	1595.30
chr1	2528695	2529045	350	350	0.44	2.55	1.10	1.03	385.75
chr1	2555589	2555939	350	350	0.38	1.04	0.60	0.58	211.56
chr1	2586441	2586791	350	350	0.21	1.03	0.56	0.52	195.74
chr1	2590589	2590939	350	350	0.34	1.38	0.88	0.92	308.97
chr1	2635926	2636276	350	350	1.03	5.00	2.37	1.24	831.15
chr1	3021417	3021767	350	350	0.62	2.74	1.38	1.55	482.14
chr1	3069118	3069468	350	350	1.00	7.00	3.42	2.55	1196.67
chr1	3454615	3454965	350	350	0.30	1.55	0.87	0.88	305.00
chr1	3487901	3488251	350	350	0.21	3.00	1.38	1.02	483.30
chr1	3624965	3625315	350	350	0.28	3.08	1.32	0.78	462.30
chr1	3630717	3631067	350	350	0.87	3.35	2.21	2.40	774.68
chr1	3652466	3652816	350	350	0.37	2.55	1.49	2.05	520.02
chr1	3746410	3746760	350	350	0.56	2.07	1.16	1.04	405.95
chr1	3772699	3773049	350	350	1.30	7.00	4.13	4.59	1447.16
chr1	3778509	3778859	350	350	0.39	7.14	2.73	2.40	954.82
chr1	3812036	3812386	350	350	0.26	0.83	0.56	0.51	196.70
chr1	3857217	3857567	350	350	0.13	1.29	0.35	0.21	122.95
chr1	3889075	3889425	350	350	0.62	1.55	1.03	0.86	359.10
chr1	4654559	4654909	350	350	0.52	3.00	1.18	1.02	412.41
chr1	5862761	5863111	350	350	0.13	0.83	0.40	0.35	140.41
chr1	5990877	5991227	350	350	0.52	10.20	4.96	5.48	1736.35
chr1	6101737	6102087	350	350	0.62	3.42	1.65	1.04	578.28
chr1	6159380	6159730	350	350	1.53	7.00	3.54	3.57	1239.51
chr1	6184970	6185320	350	350	0.35	1.71	0.98	0.83	341.27
chr1	6205425	6205775	350	350	0.21	4.59	2.12	2.40	740.27
chr1	6221143	6221493	350	350	0.47	3.08	1.59	1.55	557.23
