#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	65719	74585	8866	0	NA	NA	NA	NA	NA
chr1	451040	454678	3638	0	NA	NA	NA	NA	NA
chr1	685979	689673	3694	0	NA	NA	NA	NA	NA
chr1	924223	947575	23352	23352	0.14	20.38	1.85	1.26	43168.07
chr1	944503	962309	17806	17806	0.09	9.31	1.62	1.12	28771.17
chr1	960884	968719	7835	7835	0.09	7.46	1.79	1.40	14028.79
chr1	966782	978865	12083	12083	0.12	8.38	1.58	1.00	19086.72
chr1	975504	985093	9589	9589	0.11	8.38	1.27	0.95	12168.15
chr1	999262	1003172	3910	3910	0.33	8.38	2.06	1.86	8060.69
chr1	1001438	1017540	16102	16102	0.11	10.23	1.60	1.12	25831.43
chr1	1020420	1059118	38698	38698	0.08	15.76	1.33	0.94	51494.64
chr1	1071267	1077306	6039	6039	0.14	4.69	1.23	1.00	7425.77
chr1	1082118	1119361	37243	37243	0.09	11.15	1.43	0.96	53227.59
chr1	1174180	1200936	26756	26756	0.08	10.23	1.35	0.95	36179.32
chr1	1203808	1209592	5784	5784	0.17	12.07	1.85	0.94	10728.97
chr1	1211640	1217153	5513	5513	0.11	9.31	1.05	0.63	5809.34
chr1	1217209	1235067	17858	17858	0.14	8.38	1.18	0.94	21091.41
chr1	1232537	1238041	5504	5504	0.17	7.46	1.72	1.00	9472.63
chr1	1242746	1249722	6976	6976	0.08	9.31	1.21	0.94	8454.59
chr1	1254209	1276864	22655	22655	0.10	7.46	1.36	0.95	30732.02
chr1	1280736	1295029	14293	14293	0.14	11.15	1.59	1.12	22727.40
chr1	1292690	1312609	19919	19919	0.09	11.15	1.68	1.17	33561.25
chr1	1308897	1314677	5780	5780	0.09	6.54	1.10	0.94	6332.76
chr1	1311885	1327687	15802	15802	0.10	9.31	1.52	0.96	24042.81
chr1	1325056	1331896	6840	6840	0.09	7.46	1.69	1.07	11534.61
chr1	1331580	1338314	6734	6734	0.20	6.54	1.55	0.96	10404.79
chr1	1335576	1352418	16842	16842	0.10	6.54	1.30	0.95	21954.45
chr1	1352989	1364777	11788	11788	0.12	7.46	1.34	0.94	15780.29
chr1	1374030	1378495	4465	4465	0.20	6.49	2.01	1.59	8978.96
chr1	1386011	1402335	16324	16324	0.09	14.84	1.59	0.96	26001.76
chr1	1402209	1410293	8084	8084	0.17	7.46	1.76	1.40	14254.32
chr1	1418720	1424769	6049	6049	0.14	10.23	1.47	1.00	8892.02
chr1	1426171	1433255	7084	7084	0.10	4.69	1.38	1.17	9750.88
chr1	1435161	1445882	10721	10721	0.11	6.54	1.43	1.00	15334.07
chr1	1449989	1473163	23174	23174	0.07	8.38	1.47	1.00	33975.78
chr1	1472065	1500848	28783	28783	0.12	8.38	1.40	0.96	40355.50
chr1	1512462	1537685	25223	25223	0.10	10.23	1.34	0.96	33697.90
chr1	1535078	1543624	8546	8546	0.17	8.38	1.52	1.12	12964.36
chr1	1541973	1577863	35890	35890	0.12	8.38	1.40	1.00	50326.78
chr1	1598312	1603135	4823	4823	0.24	8.38	1.87	1.00	9041.12
chr1	1615754	1633605	17851	17851	0.10	13.92	1.68	1.00	30031.99
chr1	1632463	1638263	5800	5800	0.12	4.69	1.45	1.00	8435.83
chr1	1635525	1662012	26487	26487	0.10	9.31	1.28	1.00	33891.22
chr1	1659829	1695795	35966	35966	0.09	8.38	1.65	1.09	59264.73
chr1	1702679	1727357	24678	24678	0.17	10.23	1.43	1.00	35363.22
chr1	1751532	1783457	31925	31925	0.09	8.38	1.46	1.09	46743.80
chr1	1785585	1894117	108532	108532	0.09	15.76	1.51	1.05	164319.89
chr1	1915408	1920296	4888	4888	0.14	4.65	1.09	0.70	5330.25
chr1	1917890	1922279	4389	4389	0.17	6.04	1.30	0.71	5689.03
chr1	1922251	2006837	84586	84586	0.09	11.15	1.37	0.95	116300.58
chr1	2019629	2033758	14129	14129	0.14	10.23	1.19	0.94	16880.68
chr1	2050711	2188395	137684	137684	0.07	13.00	1.35	0.95	185632.77
chr1	2184761	2215720	30959	30959	0.08	9.31	1.59	1.17	49253.02
chr1	2228619	2313213	84594	84594	0.08	11.15	1.43	0.96	121045.28
chr1	2321553	2394707	73154	73154	0.12	13.92	1.50	0.95	109923.52
chr1	2392075	2408442	16367	16367	0.14	11.15	1.57	0.96	25766.06
chr1	2404264	2416797	12533	12533	0.14	11.15	1.72	1.17	21495.80
chr1	2426280	2508532	82252	82252	0.08	10.23	1.39	0.95	114473.17
chr1	2508837	2529597	20760	20760	0.09	10.23	1.51	0.94	31395.43
chr1	2529045	2533263	4218	4218	0.10	8.38	1.44	0.94	6083.34
chr1	2555939	2568382	12443	12443	0.11	6.54	1.39	0.94	17243.09
chr1	2586791	2594469	7678	7678	0.17	13.00	1.86	0.95	14319.01
chr1	2590939	2636016	45077	45077	0.11	13.00	1.53	0.95	68908.28
chr1	2636276	2804717	168441	168441	0.08	11.15	1.16	1.00	194916.93
chr1	3021767	3025903	4136	4136	0.20	7.46	1.99	1.56	8221.83
chr1	3069468	3441621	372153	372153	0.08	15.76	1.45	0.96	539476.70
chr1	3454965	3484113	29148	29148	0.07	11.15	1.26	0.94	36758.29
