#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	65719	74585	8866	0	NA	NA	NA	NA	NA
chr1	451040	454678	3638	0	NA	NA	NA	NA	NA
chr1	685979	689673	3694	0	NA	NA	NA	NA	NA
chr1	924223	947575	23352	23352	0.15	30.00	1.96	1.33	45772.63
chr1	944503	962309	17806	17806	0.14	17.00	2.34	1.35	41630.00
chr1	960884	968719	7835	7835	0.10	11.00	1.83	1.33	14316.13
chr1	966782	978865	12083	12083	0.08	9.00	1.71	1.21	20629.43
chr1	975504	985093	9589	9589	0.08	17.00	2.49	1.80	23866.54
chr1	999262	1003172	3910	3910	0.17	10.27	2.66	2.07	10389.75
chr1	1001438	1017540	16102	16102	0.10	11.00	1.72	1.24	27616.58
chr1	1020420	1059118	38698	38698	0.09	13.00	1.77	1.24	68505.38
chr1	1071267	1077306	6039	6039	0.19	9.00	1.86	1.29	11207.57
chr1	1082118	1119361	37243	37243	0.07	18.00	1.87	1.24	69562.48
chr1	1174180	1200936	26756	26756	0.09	11.00	1.99	1.43	53129.93
chr1	1203808	1209592	5784	5784	0.15	9.00	2.01	1.43	11598.79
chr1	1211640	1217153	5513	5513	0.17	11.00	2.09	1.55	11540.54
chr1	1217209	1235067	17858	17858	0.07	16.00	2.27	1.38	40540.36
chr1	1232537	1238041	5504	5504	0.15	11.00	1.91	1.04	10520.85
chr1	1242746	1249722	6976	6976	0.13	7.00	1.72	1.29	11972.01
chr1	1254209	1276864	22655	22655	0.09	21.00	2.36	1.45	53361.61
chr1	1280736	1295029	14293	14293	0.13	10.20	1.72	1.29	24621.60
chr1	1292690	1312609	19919	19919	0.10	15.00	2.07	1.45	41189.07
chr1	1308897	1314677	5780	5780	0.26	15.00	2.36	1.71	13641.68
chr1	1311885	1327687	15802	15802	0.12	15.00	1.93	1.50	30430.33
chr1	1325056	1331896	6840	6840	0.12	17.00	2.02	1.37	13833.24
chr1	1331580	1338314	6734	6734	0.21	6.63	1.55	1.21	10455.66
chr1	1335576	1352418	16842	16842	0.13	17.00	1.94	1.24	32645.91
chr1	1352989	1364777	11788	11788	0.12	10.00	1.69	1.18	19875.63
chr1	1374030	1378495	4465	4465	0.35	10.00	2.13	1.55	9521.94
chr1	1386011	1402335	16324	16324	0.12	16.00	2.23	1.38	36437.69
chr1	1402209	1410293	8084	8084	0.13	12.00	2.29	1.68	18486.74
chr1	1418720	1424769	6049	6049	0.19	13.00	2.48	1.60	14986.96
chr1	1426171	1433255	7084	7084	0.09	21.00	2.58	1.71	18303.04
chr1	1435161	1445882	10721	10721	0.09	12.00	1.68	1.24	17978.92
chr1	1449989	1473163	23174	23174	0.09	32.00	2.09	1.17	48525.67
chr1	1472065	1500848	28783	28783	0.13	12.00	1.99	1.37	57416.53
chr1	1512462	1537685	25223	25223	0.09	27.00	2.26	1.30	56996.47
chr1	1535078	1543624	8546	8546	0.34	27.00	2.67	1.71	22775.39
chr1	1541973	1577863	35890	35890	0.12	17.00	2.19	1.37	78462.79
chr1	1598312	1603135	4823	4823	0.09	13.00	2.18	1.15	10492.71
chr1	1615754	1633605	17851	17851	0.15	21.00	1.62	1.03	28850.50
chr1	1632463	1638263	5800	5800	0.34	10.00	1.43	1.00	8306.26
chr1	1635525	1662012	26487	26487	0.17	18.00	1.40	1.00	37104.78
chr1	1659829	1695795	35966	35966	0.10	17.00	1.90	1.18	68233.44
chr1	1702679	1727357	24678	24678	0.07	14.00	1.59	1.00	39333.01
chr1	1751532	1783457	31925	31925	0.07	16.00	1.78	1.37	56938.92
chr1	1785585	1894117	108532	108532	0.07	19.00	1.86	1.24	201780.98
chr1	1915408	1920296	4888	4888	0.21	14.00	2.76	1.72	13468.05
chr1	1917890	1922279	4389	4389	0.21	14.00	2.13	1.30	9348.16
chr1	1922251	2006837	84586	84586	0.07	16.00	1.95	1.30	165046.09
chr1	2019629	2033758	14129	14129	0.17	15.00	1.83	1.04	25901.65
chr1	2050711	2188395	137684	137684	0.06	19.00	1.75	1.21	240490.88
chr1	2184761	2215720	30959	30959	0.08	14.00	1.96	1.30	60703.65
chr1	2228619	2313213	84594	84594	0.09	17.00	1.91	1.29	161364.21
chr1	2321553	2394707	73154	73154	0.08	19.00	1.75	1.21	128008.87
chr1	2392075	2408442	16367	16367	0.13	11.64	1.80	1.29	29458.97
chr1	2404264	2416797	12533	12533	0.09	11.64	1.78	1.24	22356.07
chr1	2426280	2508532	82252	82252	0.09	19.00	1.98	1.29	162574.82
chr1	2508837	2529597	20760	20760	0.09	15.00	1.98	1.45	41149.82
chr1	2529045	2533263	4218	4218	0.26	13.00	2.49	1.71	10499.86
chr1	2555939	2568382	12443	12443	0.09	13.00	2.02	1.37	25176.79
chr1	2586791	2594469	7678	7678	0.10	9.00	1.59	1.24	12237.16
chr1	2590939	2636016	45077	45077	0.09	25.00	1.92	1.30	86628.22
chr1	2636276	2804717	168441	168441	0.09	18.00	1.32	1.00	221610.32
chr1	3021767	3025903	4136	4136	0.31	9.00	2.33	1.53	9634.23
chr1	3069468	3441621	372153	372153	0.06	20.00	1.95	1.33	725177.17
chr1	3454965	3484113	29148	29148	0.10	20.00	1.89	1.21	54963.51
